url,normalized_url,host,path,clicks,impressions,indexed_status,issue_type,last_crawled_if_available,page_type,location,service_intent,traffic_tier,action,target_url,reason,risk_level,notes
https://www.ewastekochi.com/blog/laptop-scrap-price-kochi-2026,/blog/laptop-scrap-price-kochi-2026,www.ewastekochi.com,/blog/laptop-scrap-price-kochi-2026,0,33,404,404,2026-06-30,blog,,laptop-scrap-price-kochi-2026,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/zero-landfill-electronics-recycling-in-thiruvananthapuram-what-it-really-means,/blogs/recycling/zero-landfill-electronics-recycling-in-thiruvananthapuram-what-it-really-means,www.ewastekochi.com,/blogs/recycling/zero-landfill-electronics-recycling-in-thiruvananthapuram-what-it-really-means,0,26,404,404,2026-06-30,blogs-taxonomy-legacy,,zero-landfill-electronics-recycling-in-thiruvananthapuram-what-it-really-means,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/laptop-disposal/laptop-resale-value-in-kottayam-what-changes-the-price-fast,/blogs/laptop-disposal/laptop-resale-value-in-kottayam-what-changes-the-price-fast,www.ewastekochi.com,/blogs/laptop-disposal/laptop-resale-value-in-kottayam-what-changes-the-price-fast,1,5,404,404,2026-06-30,blogs-taxonomy-legacy,,laptop-resale-value-in-kottayam-what-changes-the-price-fast,2,manual_review,,"Modest clicks, no exact match — low-priority manual review.",low,classification_source=rule
https://www.ewastekochi.com/blogs/government-rules/e-waste-rules-2022-for-businesses-in-kozhikode,/blogs/government-rules/e-waste-rules-2022-for-businesses-in-kozhikode,www.ewastekochi.com,/blogs/government-rules/e-waste-rules-2022-for-businesses-in-kozhikode,0,10,404,404,2026-06-30,blogs-taxonomy-legacy,,e-waste-rules-2022-for-businesses-in-kozhikode,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/ewaste-laws-kerala.html,/blog/ewaste-laws-kerala.html,www.ewastekochi.com,/blog/ewaste-laws-kerala.html,0,46,404,404,2026-06-30,blog,,,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/data-destruction/server-drive-sanitization-in-kottayam-for-itad-projects,/blogs/data-destruction/server-drive-sanitization-in-kottayam-for-itad-projects,www.ewastekochi.com,/blogs/data-destruction/server-drive-sanitization-in-kottayam-for-itad-projects,0,2,404,404,2026-06-30,blogs-taxonomy-legacy,,server-drive-sanitization-in-kottayam-for-itad-projects,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/disposal/how-to-dispose-mixed-household-e-waste-in-kollam,/blogs/disposal/how-to-dispose-mixed-household-e-waste-in-kollam,www.ewastekochi.com,/blogs/disposal/how-to-dispose-mixed-household-e-waste-in-kollam,1,17,404,404,2026-06-30,blogs-taxonomy-legacy,,how-to-dispose-mixed-household-e-waste-in-kollam,2,manual_review,,"Modest clicks, no exact match — low-priority manual review.",low,classification_source=rule
https://www.ewastekochi.com/blogs/scrap-electronics/office-clearance-scrap-quotes-in-kollam-how-to-prepare-the-inventory,/blogs/scrap-electronics/office-clearance-scrap-quotes-in-kollam-how-to-prepare-the-inventory,www.ewastekochi.com,/blogs/scrap-electronics/office-clearance-scrap-quotes-in-kollam-how-to-prepare-the-inventory,0,2,404,404,2026-06-30,blogs-taxonomy-legacy,,office-clearance-scrap-quotes-in-kollam-how-to-prepare-the-inventory,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/disposal,/blogs/disposal,www.ewastekochi.com,/blogs/disposal,2,49,404|redirect,404|redirect,2026-06-30,blogs-taxonomy-legacy,,disposal,2,redirect_301,(see vercel.json),Already implemented as a redirect in vercel.json.,none,classification_source=v2-redirect
https://www.ewastekochi.com/blog/e-waste-laws-in-north-paravur-complete-guide-north-paravur-4-4,/blog/e-waste-laws-in-north-paravur-complete-guide-north-paravur-4-4,www.ewastekochi.com,/blog/e-waste-laws-in-north-paravur-complete-guide-north-paravur-4-4,0,1,404,404,2026-06-30,blog,,e-waste-laws-in-north-paravur-complete-guide-north-paravur-4-4,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/pickup-vs-drop-off-recycling-in-kozhikode-which-option-fits-better,/blogs/recycling/pickup-vs-drop-off-recycling-in-kozhikode-which-option-fits-better,www.ewastekochi.com,/blogs/recycling/pickup-vs-drop-off-recycling-in-kozhikode-which-option-fits-better,0,8,404,404,2026-06-30,blogs-taxonomy-legacy,,pickup-vs-drop-off-recycling-in-kozhikode-which-option-fits-better,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/environmental-impact/toxic-components-in-electronics-collected-in-kakkanad-kochi,/blogs/environmental-impact/toxic-components-in-electronics-collected-in-kakkanad-kochi,www.ewastekochi.com,/blogs/environmental-impact/toxic-components-in-electronics-collected-in-kakkanad-kochi,0,18,404,404,2026-06-30,blogs-taxonomy-legacy,,toxic-components-in-electronics-collected-in-kakkanad-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/laptop-disposal,/blogs/laptop-disposal,www.ewastekochi.com,/blogs/laptop-disposal,0,18,404,404,2026-06-30,blogs-taxonomy-legacy,,laptop-disposal,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/mobile-recycling/same-day-mobile-pickup-in-vyttila-kochi-for-shops-and-offices,/blogs/mobile-recycling/same-day-mobile-pickup-in-vyttila-kochi-for-shops-and-offices,www.ewastekochi.com,/blogs/mobile-recycling/same-day-mobile-pickup-in-vyttila-kochi-for-shops-and-offices,0,3,404|alt_canonical,404|alt_canonical,2026-06-30,blogs-taxonomy-legacy,,same-day-mobile-pickup-in-vyttila-kochi-for-shops-and-offices,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/laptop-disposal/laptop-resale-value-in-infopark-kochi-what-changes-the-price-fast,/blogs/laptop-disposal/laptop-resale-value-in-infopark-kochi-what-changes-the-price-fast,www.ewastekochi.com,/blogs/laptop-disposal/laptop-resale-value-in-infopark-kochi-what-changes-the-price-fast,0,3,404,404,2026-06-30,blogs-taxonomy-legacy,,laptop-resale-value-in-infopark-kochi-what-changes-the-price-fast,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/government-rules/dpdp-act-and-retired-devices-in-vyttila-kochi-what-changes-for-disposal,/blogs/government-rules/dpdp-act-and-retired-devices-in-vyttila-kochi-what-changes-for-disposal,www.ewastekochi.com,/blogs/government-rules/dpdp-act-and-retired-devices-in-vyttila-kochi-what-changes-for-disposal,0,4,404,404,2026-06-30,blogs-taxonomy-legacy,,dpdp-act-and-retired-devices-in-vyttila-kochi-what-changes-for-disposal,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-infopark-kochi,/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-infopark-kochi,www.ewastekochi.com,/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-infopark-kochi,0,10,404,404,2026-06-30,blogs-taxonomy-legacy,,how-to-verify-a-kspcb-authorized-recycler-in-infopark-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/computer-recycling-in-vyttila-kochi-for-homes-and-offices,/blogs/recycling/computer-recycling-in-vyttila-kochi-for-homes-and-offices,www.ewastekochi.com,/blogs/recycling/computer-recycling-in-vyttila-kochi-for-homes-and-offices,0,18,404,404,2026-06-30,blogs-taxonomy-legacy,,computer-recycling-in-vyttila-kochi-for-homes-and-offices,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/disposal/how-to-dispose-office-computers-in-kakkanad-kochi-safely,/blogs/disposal/how-to-dispose-office-computers-in-kakkanad-kochi-safely,www.ewastekochi.com,/blogs/disposal/how-to-dispose-office-computers-in-kakkanad-kochi-safely,0,18,404,404,2026-06-30,blogs-taxonomy-legacy,,how-to-dispose-office-computers-in-kakkanad-kochi-safely,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/hi/services/computer-recycling,/hi/services/computer-recycling,www.ewastekochi.com,/hi/services/computer-recycling,0,25,404,404,2026-06-30,hindi,,computer-recycling,2,manual_review,,/hi/ Hindi pages — open scope question since Phase 2B (never confirmed as intentional multi-language scope; only Malayalam was ever briefed). Not auto-decided here.,low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/laptop-recycling-in-kollam-reuse-buyback-or-scrap,/blogs/recycling/laptop-recycling-in-kollam-reuse-buyback-or-scrap,www.ewastekochi.com,/blogs/recycling/laptop-recycling-in-kollam-reuse-buyback-or-scrap,1,11,404,404,2026-06-30,blogs-taxonomy-legacy,,laptop-recycling-in-kollam-reuse-buyback-or-scrap,2,manual_review,,"Modest clicks, no exact match — low-priority manual review.",low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/how-to-run-an-office-electronics-recycling-drive-in-thrippunithura-kochi,/blogs/recycling/how-to-run-an-office-electronics-recycling-drive-in-thrippunithura-kochi,www.ewastekochi.com,/blogs/recycling/how-to-run-an-office-electronics-recycling-drive-in-thrippunithura-kochi,0,4,404,404,2026-06-30,blogs-taxonomy-legacy,,how-to-run-an-office-electronics-recycling-drive-in-thrippunithura-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-thiruvananthapuram,/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-thiruvananthapuram,www.ewastekochi.com,/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-thiruvananthapuram,0,8,404,404,2026-06-30,blogs-taxonomy-legacy,,ups-and-inverter-battery-disposal-in-thiruvananthapuram,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/index-old,/index-old,www.ewastekochi.com,/index-old,0,22,404,404,2026-06-30,other-legacy-service,,index-old,2,leave_404,,No meaningful traffic.,low,classification_source=rule
https://www.ewastekochi.com/blogs/laptop-disposal/employee-laptop-returns-and-disposal-workflow-in-kakkanad-kochi,/blogs/laptop-disposal/employee-laptop-returns-and-disposal-workflow-in-kakkanad-kochi,www.ewastekochi.com,/blogs/laptop-disposal/employee-laptop-returns-and-disposal-workflow-in-kakkanad-kochi,0,3,404|alt_canonical,404|alt_canonical,2026-06-30,blogs-taxonomy-legacy,,employee-laptop-returns-and-disposal-workflow-in-kakkanad-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/hi/services/mobile-recycling-kochi,/hi/services/mobile-recycling-kochi,www.ewastekochi.com,/hi/services/mobile-recycling-kochi,0,18,404,404,2026-06-30,hindi,,mobile-recycling-kochi,3,manual_review,,/hi/ Hindi pages — open scope question since Phase 2B (never confirmed as intentional multi-language scope; only Malayalam was ever briefed). Not auto-decided here.,low,classification_source=rule
https://www.ewastekochi.com/blog/itad-roi-kochi-enterprise,/blog/itad-roi-kochi-enterprise,www.ewastekochi.com,/blog/itad-roi-kochi-enterprise,0,16,404|alt_canonical,404|alt_canonical,2026-06-30,blog,,itad-roi-kochi-enterprise,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs,/blogs,www.ewastekochi.com,/blogs,1,26,404,404,2026-06-30,other-legacy-service,,blogs,2,redirect_301,(see vercel.json),Already implemented as a redirect in vercel.json.,none,classification_source=v2-redirect
https://www.ewastekochi.com/blog/laptop-resale-value-2026,/blog/laptop-resale-value-2026,www.ewastekochi.com,/blog/laptop-resale-value-2026,0,25,404,404,2026-06-30,blog,,laptop-resale-value-2026,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-kakkanad-kochi,/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-kakkanad-kochi,www.ewastekochi.com,/blogs/battery-recycling/ups-and-inverter-battery-disposal-in-kakkanad-kochi,0,6,404|alt_canonical,404|alt_canonical,2026-06-29,blogs-taxonomy-legacy,,ups-and-inverter-battery-disposal-in-kakkanad-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/disposal/where-to-dispose-old-laptops-in-kollam-free-pickup-guide,/blogs/disposal/where-to-dispose-old-laptops-in-kollam-free-pickup-guide,www.ewastekochi.com,/blogs/disposal/where-to-dispose-old-laptops-in-kollam-free-pickup-guide,0,20,404|alt_canonical,404|alt_canonical,2026-06-29,blogs-taxonomy-legacy,,where-to-dispose-old-laptops-in-kollam-free-pickup-guide,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/laptop-disposal/business-laptop-buyback-in-infopark-kochi-what-it-teams-should-expect,/blogs/laptop-disposal/business-laptop-buyback-in-infopark-kochi-what-it-teams-should-expect,www.ewastekochi.com,/blogs/laptop-disposal/business-laptop-buyback-in-infopark-kochi-what-it-teams-should-expect,0,6,404|alt_canonical,404|alt_canonical,2026-06-29,blogs-taxonomy-legacy,,business-laptop-buyback-in-infopark-kochi-what-it-teams-should-expect,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/best-way-to-e-waste-collection-in-ernakulam-2026-ernakulam,/blog/best-way-to-e-waste-collection-in-ernakulam-2026-ernakulam,www.ewastekochi.com,/blog/best-way-to-e-waste-collection-in-ernakulam-2026-ernakulam,1,10,404,404,2026-06-28,blog,,best-way-to-e-waste-collection-in-ernakulam-2026-ernakulam,2,manual_review,,"Modest clicks, no exact match — low-priority manual review.",low,classification_source=rule
https://www.ewastekochi.com/laptop-recycling-near-me,/laptop-recycling-near-me,www.ewastekochi.com,/laptop-recycling-near-me,2,15,404,404,2026-06-28,other-legacy-service,,laptop-recycling-near-me,2,manual_review,,Has real traffic but no confident 1:1 keyword match to an existing V2 page — needs a human call rather than a guessed redirect.,medium,classification_source=rule
https://www.ewastekochi.com/blog/best-time-for-phone-buyback-in-kochi-kochi,/blog/best-time-for-phone-buyback-in-kochi-kochi,www.ewastekochi.com,/blog/best-time-for-phone-buyback-in-kochi-kochi,0,0,404,404,2026-06-28,blog,,best-time-for-phone-buyback-in-kochi-kochi,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/mobile-recycling/corporate-mobile-fleet-disposal-in-kollam,/blogs/mobile-recycling/corporate-mobile-fleet-disposal-in-kollam,www.ewastekochi.com,/blogs/mobile-recycling/corporate-mobile-fleet-disposal-in-kollam,0,0,404,404,2026-06-27,blogs-taxonomy-legacy,,corporate-mobile-fleet-disposal-in-kollam,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/environmental-impact/what-happens-when-electronics-reach-landfills-in-kozhikode,/blogs/environmental-impact/what-happens-when-electronics-reach-landfills-in-kozhikode,www.ewastekochi.com,/blogs/environmental-impact/what-happens-when-electronics-reach-landfills-in-kozhikode,0,3,404,404,2026-06-27,blogs-taxonomy-legacy,,what-happens-when-electronics-reach-landfills-in-kozhikode,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/hi/services/e-waste-recycling-kochi,/hi/services/e-waste-recycling-kochi,www.ewastekochi.com,/hi/services/e-waste-recycling-kochi,3,107,404,404,2026-06-27,hindi,,e-waste-recycling-kochi,1,manual_review,,/hi/ Hindi pages — open scope question since Phase 2B (never confirmed as intentional multi-language scope; only Malayalam was ever briefed). Not auto-decided here.,low,classification_source=rule
https://www.ewastekochi.com/blogs/ewaste-laws/kspcb-authorized-recyclers-list-how-thiruvananthapuram-businesses-verify-vendors,/blogs/ewaste-laws/kspcb-authorized-recyclers-list-how-thiruvananthapuram-businesses-verify-vendors,www.ewastekochi.com,/blogs/ewaste-laws/kspcb-authorized-recyclers-list-how-thiruvananthapuram-businesses-verify-vendors,0,23,404,404,2026-06-27,blogs-taxonomy-legacy,,kspcb-authorized-recyclers-list-how-thiruvananthapuram-businesses-verify-vendors,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/phone-buyback-problems-in-aluva-solutions-aluva,/blog/phone-buyback-problems-in-aluva-solutions-aluva,www.ewastekochi.com,/blog/phone-buyback-problems-in-aluva-solutions-aluva,0,0,404,404,2026-06-27,blog,,phone-buyback-problems-in-aluva-solutions-aluva,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/disposal/printer-and-copier-disposal-in-vyttila-kochi-for-offices-and-schools,/blogs/disposal/printer-and-copier-disposal-in-vyttila-kochi-for-offices-and-schools,www.ewastekochi.com,/blogs/disposal/printer-and-copier-disposal-in-vyttila-kochi-for-offices-and-schools,0,0,404,404,2026-06-26,blogs-taxonomy-legacy,,printer-and-copier-disposal-in-vyttila-kochi-for-offices-and-schools,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/compliance-guide-for-printer-recycling-in-edappally-edappally,/blog/compliance-guide-for-printer-recycling-in-edappally-edappally,www.ewastekochi.com,/blog/compliance-guide-for-printer-recycling-in-edappally-edappally,0,0,404,404,2026-06-26,blog,,compliance-guide-for-printer-recycling-in-edappally-edappally,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/data-destruction/why-formatting-is-not-enough-before-disposal-in-kakkanad-kochi,/blogs/data-destruction/why-formatting-is-not-enough-before-disposal-in-kakkanad-kochi,www.ewastekochi.com,/blogs/data-destruction/why-formatting-is-not-enough-before-disposal-in-kakkanad-kochi,0,0,404,404,2026-06-26,blogs-taxonomy-legacy,,why-formatting-is-not-enough-before-disposal-in-kakkanad-kochi,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/affordable-data-destruction-in-angamaly-complete-pricing-angamaly,/blog/affordable-data-destruction-in-angamaly-complete-pricing-angamaly,www.ewastekochi.com,/blog/affordable-data-destruction-in-angamaly-complete-pricing-angamaly,0,0,404,404,2026-06-26,blog,,affordable-data-destruction-in-angamaly-complete-pricing-angamaly,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/how-to-printer-recycle-in-angamaly-angamaly,/blog/how-to-printer-recycle-in-angamaly-angamaly,www.ewastekochi.com,/blog/how-to-printer-recycle-in-angamaly-angamaly,0,0,404,404,2026-06-26,blog,,how-to-printer-recycle-in-angamaly-angamaly,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/phone-buyback-price-guide-for-kochi-kochi-1,/blog/phone-buyback-price-guide-for-kochi-kochi-1,www.ewastekochi.com,/blog/phone-buyback-price-guide-for-kochi-kochi-1,1,1,404,404,2026-06-26,blog,,phone-buyback-price-guide-for-kochi-kochi-1,2,manual_review,,"Modest clicks, no exact match — low-priority manual review.",low,classification_source=rule
https://www.ewastekochi.com/blogs/battery-recycling/how-to-store-batteries-before-pickup-in-vyttila-kochi,/blogs/battery-recycling/how-to-store-batteries-before-pickup-in-vyttila-kochi,www.ewastekochi.com,/blogs/battery-recycling/how-to-store-batteries-before-pickup-in-vyttila-kochi,0,34,404|alt_canonical,404|alt_canonical,2026-06-26,blogs-taxonomy-legacy,,how-to-store-batteries-before-pickup-in-vyttila-kochi,2,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/cable-recycling-prices-in-thrippunithura-2026-thrippunithura,/blog/cable-recycling-prices-in-thrippunithura-2026-thrippunithura,www.ewastekochi.com,/blog/cable-recycling-prices-in-thrippunithura-2026-thrippunithura,0,0,404,404,2026-06-26,blog,,cable-recycling-prices-in-thrippunithura-2026-thrippunithura,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/ewaste-laws-kerala-2026,/blog/ewaste-laws-kerala-2026,www.ewastekochi.com,/blog/ewaste-laws-kerala-2026,0,0,404,404,2026-06-26,blog,,ewaste-laws-kerala-2026,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blogs/recycling/laptop-recycling-in-kalamassery-kochi-reuse-buyback-or-scrap,/blogs/recycling/laptop-recycling-in-kalamassery-kochi-reuse-buyback-or-scrap,www.ewastekochi.com,/blogs/recycling/laptop-recycling-in-kalamassery-kochi-reuse-buyback-or-scrap,0,10,404,404,2026-06-25,blogs-taxonomy-legacy,,laptop-recycling-in-kalamassery-kochi-reuse-buyback-or-scrap,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/ewaste,/ewaste,www.ewastekochi.com,/ewaste,0,39,404|alt_canonical,404|alt_canonical,2026-06-25,other-legacy-service,,ewaste,2,leave_404,,No meaningful traffic.,low,classification_source=rule
https://www.ewastekochi.com/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-thrippunithura-kochi,/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-thrippunithura-kochi,www.ewastekochi.com,/blogs/government-rules/how-to-verify-a-kspcb-authorized-recycler-in-thrippunithura-kochi,0,1,404,404,2026-06-24,blogs-taxonomy-legacy,,how-to-verify-a-kspcb-authorized-recycler-in-thrippunithura-kochi,3,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
https://www.ewastekochi.com/blog/vs-sony-e-waste-collection-in-thrippunithura-thrippunithura,/blog/vs-sony-e-waste-collection-in-thrippunithura-thrippunithura,www.ewastekochi.com,/blog/vs-sony-e-waste-collection-in-thrippunithura-thrippunithura,0,0,404,404,2026-06-24,blog,,vs-sony-e-waste-collection-in-thrippunithura-thrippunithura,4,leave_404,,"Legacy generated blog content, no meaningful traffic — do not recreate.",low,classification_source=rule
