source,target,clicks,impressions,reason,status
/locations/ernakulam-south/e-waste-recycling-kochi,(see vercel.json),0,11,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/business-it-decommissioning,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/mobile-recycling-kochi,/locations/palakkad/,1,4,Thin legacy matrix page with real clicks (1); parent location hub not built — redirect to closest matching service page or parent hub once it exists.,proposed_new
/locations/palakkad/sell-old-electronics,(see vercel.json),3,9,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/data-destruction-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/server-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/old-computer-disposal,/locations/kannur/,1,8,Thin legacy matrix page with real clicks (1); parent location hub not built — redirect to closest matching service page or parent hub once it exists.,proposed_new
/locations/vyttila/server-recycling-kochi,(see vercel.json),1,9,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/tv-monitor-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/free-ewaste-pickup-kochi,(see vercel.json),1,8,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/e-waste-recycling-kochi,(see vercel.json),0,9,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/free-ewaste-pickup-kochi,(see vercel.json),0,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/battery-recycling-kochi,(see vercel.json),0,124,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/certificate-of-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/data-destruction-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/free-ewaste-pickup-kochi,(see vercel.json),0,12,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/tv-monitor-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/e-waste-recycling-kochi,(see vercel.json),0,8,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/battery-recycling-kochi,(see vercel.json),2,27,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/air-conditioner-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/e-waste-recycling-kochi,(see vercel.json),0,18,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/laptop-buyback-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/hard-drive-shredding-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/tv-monitor-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/certificate-of-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/corporate-ewaste-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/certificate-of-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/free-ewaste-pickup-kochi,(see vercel.json),0,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/ups-inverter-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/willingdon-island/free-ewaste-pickup-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/printer-recycling-kochi,/locations/kollam/,1,2,Thin legacy matrix page with real clicks (1); parent location hub not built — redirect to closest matching service page or parent hub once it exists.,proposed_new
/locations/kakkanad/certificate-of-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/e-waste-recycling-kochi,(see vercel.json),2,13,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/tv-monitor-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/business-it-decommissioning,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/angamaly/air-conditioner-recycling-kochi,/locations/angamaly/,1,1,Thin legacy matrix page with real clicks (1); parent location hub not built — redirect to closest matching service page or parent hub once it exists.,proposed_new
/locations/palakkad/computer-recycling,(see vercel.json),1,31,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/air-conditioner-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/free-ewaste-pickup-kochi,(see vercel.json),0,8,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/hard-drive-shredding-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/laptop-buyback-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/mobile-recycling-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/e-waste-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/hard-drive-shredding-kochi,(see vercel.json),0,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/laptop-buyback-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/sell-electronics-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/services/itad-kochi,(see vercel.json),0,44,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/battery-recycling-kochi,(see vercel.json),1,11,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/hard-drive-destruction-kochi,(see vercel.json),0,15,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/ups-inverter-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/e-waste-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/e-waste-recycling-kochi,(see vercel.json),1,26,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/electronic-waste-disposal,(see vercel.json),1,43,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/tv-monitor-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/electronics-recycling-near-me,(see vercel.json),0,12,Already implemented as a redirect in vercel.json.,already_implemented
/locations/fort-kochi/itad-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/laptop-recycling-near-me,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/hard-drive-shredding-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/data-destruction-kochi,(see vercel.json),1,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/free-ewaste-pickup-kochi,(see vercel.json),0,10,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/battery-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/fort-kochi/free-ewaste-pickup-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/data-destruction-kochi,(see vercel.json),1,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/mobile-recycling-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/electronic-waste-disposal,(see vercel.json),2,37,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/tv-monitor-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/e-waste-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/free-ewaste-pickup-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/ups-inverter-recycling-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/it-asset-inventory-audit,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/itad-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/battery-recycling-kochi,(see vercel.json),0,97,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/free-ewaste-pickup-kochi,(see vercel.json),0,13,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/e-waste-recycling-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park,(see vercel.json),0,43,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/hard-drive-shredding-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/e-waste-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalady/e-waste-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/e-waste-recycling-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/aluva/battery-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/tv-monitor-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/free-ewaste-pickup-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/certificate-of-destruction-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/edappally/free-ewaste-pickup-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalady/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/services/server-recycling-kochi,/server-recycling-kochi/,0,35,Clean keyword match to an existing V2 service page (0 clicks / 35 impressions).,proposed_new
/locations/thrissur/tv-monitor-recycling-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/hard-drive-shredding-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/edappally/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/tv-monitor-recycling-kochi,(see vercel.json),3,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/dpdp-act-compliance-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/electronic-waste-disposal,(see vercel.json),2,9,Already implemented as a redirect in vercel.json.,already_implemented
/ml/services/tv-monitor-recycling-kochi,/tv-recycling-kochi/,9,137,Clean keyword match to an existing V2 service page (9 clicks / 137 impressions).,proposed_new
/locations/kozhikode/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/perumbavoor/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/services/hard-drive-shredding-kochi,/data-destruction/,0,47,Clean keyword match to an existing V2 service page (0 clicks / 47 impressions).,proposed_new
/locations/infopark-kochi/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/corporate-ewaste-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/hard-drive-degaussing-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrikkakara/e-waste-recycling-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/smart-city-kochi/e-waste-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/e-waste-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/hard-drive-shredding-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/printer-recycling-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/air-conditioner-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/aluva/itad-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/e-waste-recycling-kochi,(see vercel.json),1,13,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/hard-drive-destruction-kochi,(see vercel.json),0,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/laptop-recycling-near-me,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/hard-drive-degaussing-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/server-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/ups-inverter-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/battery-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/ml/services/server-recycling-kochi,/server-recycling-kochi/,0,24,Clean keyword match to an existing V2 service page (0 clicks / 24 impressions).,proposed_new
/locations/willingdon-island/tv-monitor-recycling-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/laptop-recycling-near-me,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/free-ewaste-pickup-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/perumbavoor/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/ups-inverter-recycling-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/mobile-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/smart-city-kochi/certificate-of-destruction-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thiruvananthapuram/certificate-of-destruction-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/hard-drive-shredding-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/printer-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/hard-drive-shredding-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/e-waste-recycling-kochi,(see vercel.json),0,10,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/network-equipment-disposal-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/e-waste-recycling-kochi,(see vercel.json),0,9,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/free-ewaste-pickup-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/itad-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/data-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/willingdon-island/ups-inverter-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/hard-drive-shredding-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/printer-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/data-destruction-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
