source_url,source_path,target_url,status_before,action,reason,clicks,impressions
https://www.ewastekochi.com/index.html,/index.html,https://www.ewastekochi.com/,404_or_duplicate_200,redirect_301_308,Duplicate index.html should consolidate to canonical homepage.,0,0
https://www.ewastekochi.com/sell-electronics-kochi/,/sell-electronics-kochi/,https://www.ewastekochi.com/sell-electronics/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,3,46
https://www.ewastekochi.com/services/tv-monitor-recycling-kochi/,/services/tv-monitor-recycling-kochi/,https://www.ewastekochi.com/tv-recycling-kochi/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/services/free-ewaste-pickup-kochi/,/services/free-ewaste-pickup-kochi/,https://www.ewastekochi.com/pickup/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/locations/palakkad/mobile-recycling-kochi/,/locations/palakkad/mobile-recycling-kochi/,https://www.ewastekochi.com/locations/palakkad/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/locations/kannur/old-computer-disposal/,/locations/kannur/old-computer-disposal/,https://www.ewastekochi.com/locations/kannur/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/locations/kollam/printer-recycling-kochi/,/locations/kollam/printer-recycling-kochi/,https://www.ewastekochi.com/locations/kollam/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/locations/angamaly/air-conditioner-recycling-kochi/,/locations/angamaly/air-conditioner-recycling-kochi/,https://www.ewastekochi.com/locations/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/services/server-recycling-kochi/,/services/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/ml/services/tv-monitor-recycling-kochi/,/ml/services/tv-monitor-recycling-kochi/,https://www.ewastekochi.com/tv-recycling-kochi/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,8,111
https://www.ewastekochi.com/services/hard-drive-shredding-kochi/,/services/hard-drive-shredding-kochi/,https://www.ewastekochi.com/data-destruction/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/ml/services/server-recycling-kochi/,/ml/services/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,1
https://www.ewastekochi.com/services/corporate-ewaste-kochi/,/services/corporate-ewaste-kochi/,https://www.ewastekochi.com/itad/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,0
https://www.ewastekochi.com/buyback/laptops/sell-thinkpad-t458p-kochi/,/buyback/laptops/sell-thinkpad-t458p-kochi/,https://www.ewastekochi.com/sell-electronics/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,22
https://www.ewastekochi.com/nist-data-destruction-kerala/,/nist-data-destruction-kerala/,https://www.ewastekochi.com/data-destruction/,404_or_duplicate_200,redirect_301_308,Trailing-slash twin of approved permanent legacy redirect; reduces crawl waste without adding pages.,0,20
