url,normalized_url,host,path,clicks,impressions,last_crawled,indexed_status,current_v2_status,page_type,location,service_intent,content_quality_risk,claim_risk,traffic_tier,upgrade_action,target_url,canonical_url,noindex_required,build_required,redirect_required,reason,priority,notes
https://www.ewastekochi.com/locations/thrippunithura/laptop-buyback-kochi,/locations/thrippunithura/laptop-buyback-kochi,www.ewastekochi.com,/locations/thrippunithura/laptop-buyback-kochi,0,0,2026-06-12,redirect,missing_not_built,location-service-matrix,thrippunithura,laptop-buyback-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/contact,/contact,www.ewastekochi.com,/contact,10,310,2026-06-12,redirect|crawled_not_indexed,built_200,other-legacy-service,,contact,high,low,P0,upgrade_existing_200,https://www.ewastekochi.com/contact/,https://www.ewastekochi.com/contact/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalady/old-computer-disposal,/locations/kalady/old-computer-disposal,www.ewastekochi.com,/locations/kalady/old-computer-disposal,0,1,2026-06-10,redirect,missing_not_built,location-service-matrix,kalady,old-computer-disposal,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thiruvananthapuram,/locations/thiruvananthapuram,www.ewastekochi.com,/locations/thiruvananthapuram,15,768,2026-06-10,redirect|dup_diff_canonical,built_200,location-page,thiruvananthapuram,thiruvananthapuram,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/thiruvananthapuram/,https://www.ewastekochi.com/locations/thiruvananthapuram/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/itad,/itad,www.ewastekochi.com,/itad,2,162,2026-06-10,redirect,built_200,other-legacy-service,,itad,high,low,P1,upgrade_existing_200,https://www.ewastekochi.com/itad/,https://www.ewastekochi.com/itad/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/recycling,/recycling,www.ewastekochi.com,/recycling,72,3571,2026-06-09,redirect,built_200,other-legacy-service,,recycling,high,low,P0,upgrade_existing_200,https://www.ewastekochi.com/recycling/,https://www.ewastekochi.com/recycling/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kottayam,/locations/kottayam,www.ewastekochi.com,/locations/kottayam,30,394,2026-06-09,redirect,built_200,location-page,kottayam,kottayam,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/kottayam/,https://www.ewastekochi.com/locations/kottayam/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/vyttila,/locations/vyttila,www.ewastekochi.com,/locations/vyttila,0,77,2026-06-09,redirect,built_200,location-page,vyttila,vyttila,medium,low,P2,build_safe_200,https://www.ewastekochi.com/locations/vyttila/,https://www.ewastekochi.com/locations/vyttila/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,medium,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kakkanad,/locations/kakkanad,www.ewastekochi.com,/locations/kakkanad,34,793,2026-06-08,redirect,built_200,location-page,kakkanad,kakkanad,low,low,P0,upgrade_existing_200,https://www.ewastekochi.com/locations/kakkanad/,https://www.ewastekochi.com/locations/kakkanad/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/about,/about,www.ewastekochi.com,/about,6,152,2026-06-08,redirect,built_200,other-legacy-service,,about,high,low,P1,upgrade_existing_200,https://www.ewastekochi.com/about/,https://www.ewastekochi.com/about/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/muvattupuzha,/locations/muvattupuzha,www.ewastekochi.com,/locations/muvattupuzha,1,60,2026-06-06,redirect,built_200,location-page,muvattupuzha,muvattupuzha,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/muvattupuzha/,https://www.ewastekochi.com/locations/muvattupuzha/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/aluva,/locations/aluva,www.ewastekochi.com,/locations/aluva,17,293,2026-06-06,redirect,built_200,location-page,aluva,aluva,low,low,P0,upgrade_existing_200,https://www.ewastekochi.com/locations/aluva/,https://www.ewastekochi.com/locations/aluva/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/faq,/faq,www.ewastekochi.com,/faq,11,324,2026-06-06,redirect|alt_canonical,built_200,other-legacy-service,,faq,high,low,P0,upgrade_existing_200,https://www.ewastekochi.com/faq/,https://www.ewastekochi.com/faq/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrissur/it-asset-inventory-audit,/locations/thrissur/it-asset-inventory-audit,www.ewastekochi.com,/locations/thrissur/it-asset-inventory-audit,0,1,2026-06-06,redirect,redirect_configured,location-service-matrix,thrissur,it-asset-inventory-audit,high,medium,P3,redirect_301,https://www.ewastekochi.com/services/it-asset-inventory-audit/,https://www.ewastekochi.com/services/it-asset-inventory-audit/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kozhikode,/locations/kozhikode,www.ewastekochi.com,/locations/kozhikode,22,1022,2026-06-04,redirect,built_200,location-page,kozhikode,kozhikode,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/kozhikode/,https://www.ewastekochi.com/locations/kozhikode/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/kalamassery-hitech-park,/locations/kalamassery-hitech-park,www.ewastekochi.com,/locations/kalamassery-hitech-park,0,43,2026-06-01,redirect,redirect_configured,location-page,kalamassery-hitech-park,kalamassery-hitech-park,medium,low,P2,redirect_301,https://www.ewastekochi.com/locations/kalamassery/,https://www.ewastekochi.com/locations/kalamassery/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,medium,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/ernakulam-south,/locations/ernakulam-south,www.ewastekochi.com,/locations/ernakulam-south,7,442,2026-05-31,redirect,built_200,location-page,ernakulam-south,ernakulam-south,low,low,P1,upgrade_existing_200,https://www.ewastekochi.com/locations/ernakulam-south/,https://www.ewastekochi.com/locations/ernakulam-south/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/smart-city-kochi,/locations/smart-city-kochi,www.ewastekochi.com,/locations/smart-city-kochi,2,36,2026-05-31,redirect,built_200,location-page,smart-city-kochi,smart-city-kochi,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/smart-city-kochi/,https://www.ewastekochi.com/locations/smart-city-kochi/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/north-paravur,/locations/north-paravur,www.ewastekochi.com,/locations/north-paravur,3,46,2026-05-31,redirect,built_200,location-page,north-paravur,north-paravur,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/north-paravur/,https://www.ewastekochi.com/locations/north-paravur/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/palarivattom,/locations/palarivattom,www.ewastekochi.com,/locations/palarivattom,3,107,2026-05-29,redirect,built_200,location-page,palarivattom,palarivattom,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/palarivattom/,https://www.ewastekochi.com/locations/palarivattom/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/perumbavoor,/locations/perumbavoor,www.ewastekochi.com,/locations/perumbavoor,3,36,2026-05-29,redirect,built_200,location-page,perumbavoor,perumbavoor,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/perumbavoor/,https://www.ewastekochi.com/locations/perumbavoor/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalamassery,/locations/kalamassery,www.ewastekochi.com,/locations/kalamassery,3,145,2026-05-29,redirect,built_200,location-page,kalamassery,kalamassery,low,low,P1,upgrade_existing_200,https://www.ewastekochi.com/locations/kalamassery/,https://www.ewastekochi.com/locations/kalamassery/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/malappuram,/locations/malappuram,www.ewastekochi.com,/locations/malappuram,7,313,2026-05-29,redirect,built_200,location-page,malappuram,malappuram,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/malappuram/,https://www.ewastekochi.com/locations/malappuram/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/willingdon-island,/locations/willingdon-island,www.ewastekochi.com,/locations/willingdon-island,0,25,2026-05-28,redirect,built_200,location-page,willingdon-island,willingdon-island,medium,low,P2,build_safe_200,https://www.ewastekochi.com/locations/willingdon-island/,https://www.ewastekochi.com/locations/willingdon-island/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,medium,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/maradu/hard-drive-shredding-kochi,/locations/maradu/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/maradu/hard-drive-shredding-kochi,0,4,2026-05-28,redirect,redirect_configured,location-service-matrix,maradu,hard-drive-shredding-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/hard-drive-shredding/,https://www.ewastekochi.com/hard-drive-shredding/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/edappally,/locations/edappally,www.ewastekochi.com,/locations/edappally,4,244,2026-05-28,redirect,built_200,location-page,edappally,edappally,low,low,P1,upgrade_existing_200,https://www.ewastekochi.com/locations/edappally/,https://www.ewastekochi.com/locations/edappally/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/services/electronics-recycling-near-me,/services/electronics-recycling-near-me,www.ewastekochi.com,/services/electronics-recycling-near-me,42,3258,2026-05-27,redirect,built_200,service-page,,electronics-recycling-near-me,low,low,P0,upgrade_existing_200,https://www.ewastekochi.com/services/electronics-recycling-near-me/,https://www.ewastekochi.com/services/electronics-recycling-near-me/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrippunithura,/locations/thrippunithura,www.ewastekochi.com,/locations/thrippunithura,4,150,2026-05-27,redirect,built_200,location-page,thrippunithura,thrippunithura,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/thrippunithura/,https://www.ewastekochi.com/locations/thrippunithura/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kakkanad/dpdp-act-compliance-kochi,/locations/kakkanad/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kakkanad/dpdp-act-compliance-kochi,0,1,2026-05-27,redirect,redirect_configured,location-service-matrix,kakkanad,dpdp-act-compliance-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/kakkanad/,https://www.ewastekochi.com/locations/kakkanad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/maradu/air-conditioner-recycling-kochi,/locations/maradu/air-conditioner-recycling-kochi,www.ewastekochi.com,/locations/maradu/air-conditioner-recycling-kochi,0,0,2026-05-18,redirect,missing_not_built,location-service-matrix,maradu,air-conditioner-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/angamaly,/locations/angamaly,www.ewastekochi.com,/locations/angamaly,6,134,2026-05-16,redirect,built_200,location-page,angamaly,angamaly,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/angamaly/,https://www.ewastekochi.com/locations/angamaly/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/terms,/terms,www.ewastekochi.com,/terms,0,3,2026-05-15,redirect,built_200,other-legacy-service,,terms,high,low,P4,upgrade_existing_200,https://www.ewastekochi.com/terms/,https://www.ewastekochi.com/terms/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,low,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kadavanthra,/locations/kadavanthra,www.ewastekochi.com,/locations/kadavanthra,10,426,2026-05-12,redirect,built_200,location-page,kadavanthra,kadavanthra,low,low,P0,upgrade_existing_200,https://www.ewastekochi.com/locations/kadavanthra/,https://www.ewastekochi.com/locations/kadavanthra/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,critical,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/ml/services/tv-monitor-recycling-kochi,/ml/services/tv-monitor-recycling-kochi,www.ewastekochi.com,/ml/services/tv-monitor-recycling-kochi,9,137,2026-05-11,redirect,redirect_configured,other-legacy-service,,tv-monitor-recycling-kochi,high,low,P1,redirect_301,https://www.ewastekochi.com/tv-recycling-kochi/,https://www.ewastekochi.com/tv-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,high,classification_source=rule;confirmed_indexed_2026-07-10;implemented_in_vercel.json_2026-07-15
https://www.ewastekochi.com/locations/infopark-kochi,/locations/infopark-kochi,www.ewastekochi.com,/locations/infopark-kochi,6,145,2026-04-22,redirect,built_200,location-page,infopark-kochi,infopark-kochi,low,low,P1,upgrade_existing_200,https://www.ewastekochi.com/locations/infopark-kochi/,https://www.ewastekochi.com/locations/infopark-kochi/,false,false,false,Indexed URL maps to an existing V2 200 page; page retained and reviewed for safe SEO/content/schema.,high,classification_source=v2-live;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrikkakara,/locations/thrikkakara,www.ewastekochi.com,/locations/thrikkakara,1,54,2026-04-22,redirect|alt_canonical,built_200,location-page,thrikkakara,thrikkakara,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/thrikkakara/,https://www.ewastekochi.com/locations/thrikkakara/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kannur,/locations/kannur,www.ewastekochi.com,/locations/kannur,14,249,2026-04-20,redirect,built_200,location-page,kannur,kannur,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/kannur/,https://www.ewastekochi.com/locations/kannur/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/kakkanad/hard-drive-degaussing-kochi,/locations/kakkanad/hard-drive-degaussing-kochi,www.ewastekochi.com,/locations/kakkanad/hard-drive-degaussing-kochi,0,0,2026-04-20,redirect|alt_canonical,missing_not_built,location-service-matrix,kakkanad,hard-drive-degaussing-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kothamangalam,/locations/kothamangalam,www.ewastekochi.com,/locations/kothamangalam,2,47,2026-04-19,redirect,built_200,location-page,kothamangalam,kothamangalam,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/kothamangalam/,https://www.ewastekochi.com/locations/kothamangalam/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/palakkad,/locations/palakkad,www.ewastekochi.com,/locations/palakkad,19,225,2026-04-19,redirect,built_200,location-page,palakkad,palakkad,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/palakkad/,https://www.ewastekochi.com/locations/palakkad/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/kollam,/locations/kollam,www.ewastekochi.com,/locations/kollam,19,313,2026-04-18,redirect,built_200,location-page,kollam,kollam,low,low,P0,build_safe_200,https://www.ewastekochi.com/locations/kollam/,https://www.ewastekochi.com/locations/kollam/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,critical,classification_source=rule;confirmed_indexed_2026-07-10;built_2026-07-15
https://www.ewastekochi.com/locations/maradu,/locations/maradu,www.ewastekochi.com,/locations/maradu,1,23,2026-04-18,redirect,built_200,location-page,maradu,maradu,low,low,P1,build_safe_200,https://www.ewastekochi.com/locations/maradu/,https://www.ewastekochi.com/locations/maradu/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,high,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalady,/locations/kalady,www.ewastekochi.com,/locations/kalady,0,32,2026-04-17,redirect,built_200,location-page,kalady,kalady,medium,low,P2,build_safe_200,https://www.ewastekochi.com/locations/kalady/,https://www.ewastekochi.com/locations/kalady/,false,true,false,Indexed location URL is business-relevant; protected with a safe feasibility-focused 200 page.,medium,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/buyback/laptops/sell-hp-elitebook-939-kochi.html,/buyback/laptops/sell-hp-elitebook-939-kochi.html,www.ewastekochi.com,/buyback/laptops/sell-hp-elitebook-939-kochi.html,0,12,2026-04-17,redirect,missing_not_built,other-legacy-service,,,high,low,P4,leave_404,https://www.ewastekochi.com/sell-electronics/,https://www.ewastekochi.com/sell-electronics/,false,false,false,Legacy per-SKU buyback URL has no traffic signal; do not rebuild model-specific quote spam.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kozhikode/server-recycling-kochi,/locations/kozhikode/server-recycling-kochi,www.ewastekochi.com,/locations/kozhikode/server-recycling-kochi,0,1,2026-04-17,redirect|alt_canonical,redirect_configured,location-service-matrix,kozhikode,server-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrissur/corporate-ewaste-kochi,/locations/thrissur/corporate-ewaste-kochi,www.ewastekochi.com,/locations/thrissur/corporate-ewaste-kochi,0,4,2026-04-13,redirect|alt_canonical,missing_not_built,location-service-matrix,thrissur,corporate-ewaste-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/perumbavoor/tv-monitor-recycling-kochi,/locations/perumbavoor/tv-monitor-recycling-kochi,www.ewastekochi.com,/locations/perumbavoor/tv-monitor-recycling-kochi,0,1,2026-04-13,redirect|alt_canonical,redirect_configured,location-service-matrix,perumbavoor,tv-monitor-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/tv-recycling-kochi/,https://www.ewastekochi.com/tv-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/muvattupuzha/network-equipment-disposal-kochi,/locations/muvattupuzha/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/muvattupuzha/network-equipment-disposal-kochi,0,0,2026-04-11,redirect|alt_canonical,missing_not_built,location-service-matrix,muvattupuzha,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://blog.ewastekochi.com/contact,blog.ewastekochi.com/contact,blog.ewastekochi.com,blog.ewastekochi.com/contact,0,0,2026-06-01,alt_canonical,external_subdomain_indexed,subdomain-blog,,contact,medium,medium,P4,manual_review,,,false,false,false,Indexed blog subdomain URL has no current traffic; track separately and decide subdomain strategy later.,medium,classification_source=rule;confirmed_indexed_2026-07-10
